frame,filename,pass_id,t,speed,yaw_rate,sharpness,n_edge,du,dv,du_mad,dv_mad,inlier8,n_edge_other,du_other,dv_other,de_nt,geometry_ok,pass_conflict,motion_ok,sharp_ok,cls,reasons
161,260408_115109296.jpg,0,300734.797146,9.11,0.17,191.0,646,-0.23,-2.08,5.89,14.01,0.165,0,nan,nan,3.6750000000000003,True,False,True,True,clean,
162,260408_115109840.jpg,0,300735.341247,9.09,0.26,185.0,439,0.26,-14.21,8.27,10.83,0.109,0,nan,nan,3.625,False,False,True,True,reject,geometry
163,260408_115110384.jpg,0,300735.885347,9.08,0.21,185.5,250,-0.22,-5.48,10.53,14.98,0.075,0,nan,nan,3.6750000000000003,False,False,True,True,unverified,few_edges
164,260408_115110928.jpg,0,300736.429448,9.08,0.07,187.3,191,-5.36,-1.38,5.88,13.54,0.067,0,nan,nan,3.625,False,False,True,True,unverified,few_edges
165,260408_115111472.jpg,0,300736.973549,9.07,0.11,187.1,207,15.45,-20.99,7.96,8.27,0.0,0,nan,nan,3.625,False,False,True,True,unverified,few_edges
166,260408_115112016.jpg,0,300737.51765,9.06,0.21,184.3,72,-26.43,8.63,5.57,2.98,0.0,0,nan,nan,3.6750000000000003,False,False,True,True,unverified,few_edges
167,260408_115112560.jpg,0,300738.06175,9.05,0.25,182.9,9,nan,nan,nan,nan,nan,0,nan,nan,3.6750000000000003,False,False,True,True,unverified,few_edges
168,260408_115113104.jpg,0,300738.605851,9.04,0.05,180.4,7,nan,nan,nan,nan,nan,0,nan,nan,3.6750000000000003,False,False,True,True,unverified,few_edges
169,260408_115113648.jpg,0,300739.149951,9.04,0.26,180.9,14,nan,nan,nan,nan,nan,0,nan,nan,3.625,False,False,True,True,unverified,few_edges
170,260408_115114192.jpg,0,300739.694052,9.04,0.24,180.8,21,nan,nan,nan,nan,nan,0,nan,nan,3.7750000000000004,False,False,True,True,unverified,few_edges
171,260408_115114736.jpg,0,300740.238153,9.03,0.01,182.6,22,nan,nan,nan,nan,nan,0,nan,nan,3.7750000000000004,False,False,True,True,unverified,few_edges
172,260408_115115280.jpg,0,300740.782254,9.04,0.13,179.5,8,nan,nan,nan,nan,nan,0,nan,nan,3.7750000000000004,False,False,True,True,unverified,few_edges
173,260408_115115824.jpg,0,300741.326354,9.04,0.12,174.6,51,-15.1,28.73,0.61,4.73,0.0,0,nan,nan,3.725,False,False,True,True,unverified,few_edges
174,260408_115116368.jpg,0,300741.870455,9.03,0.13,171.8,6,nan,nan,nan,nan,nan,0,nan,nan,3.475,False,False,True,True,unverified,few_edges
175,260408_115116912.jpg,0,300742.414556,9.03,0.58,171.3,21,nan,nan,nan,nan,nan,0,nan,nan,3.4250000000000003,False,False,True,True,unverified,few_edges
176,260408_115117456.jpg,0,300742.958656,9.03,0.79,172.2,2,nan,nan,nan,nan,nan,0,nan,nan,3.475,False,False,True,True,unverified,few_edges
177,260408_115118000.jpg,0,300743.502757,9.04,1.2,172.9,8,nan,nan,nan,nan,nan,0,nan,nan,3.4250000000000003,False,False,True,True,unverified,few_edges
178,260408_115118544.jpg,0,300744.046858,9.04,1.6,176.9,10,nan,nan,nan,nan,nan,0,nan,nan,3.475,False,False,True,True,unverified,few_edges
179,260408_115119088.jpg,0,300744.590958,9.04,1.36,180.2,19,nan,nan,nan,nan,nan,0,nan,nan,3.4250000000000003,False,False,True,True,unverified,few_edges
180,260408_115119632.jpg,0,300745.135059,9.06,0.9,179.5,2,nan,nan,nan,nan,nan,0,nan,nan,3.375,False,False,True,True,unverified,few_edges
181,260408_115120176.jpg,0,300745.67916,9.07,0.2,177.3,4,nan,nan,nan,nan,nan,0,nan,nan,3.5250000000000004,False,False,True,True,unverified,few_edges
182,260408_115120720.jpg,0,300746.22326,9.07,0.6,176.0,10,nan,nan,nan,nan,nan,0,nan,nan,3.575,False,False,True,True,unverified,few_edges
183,260408_115121264.jpg,0,300746.767361,9.08,2.49,174.1,18,nan,nan,nan,nan,nan,0,nan,nan,3.625,False,False,True,True,unverified,few_edges
184,260408_115121808.jpg,0,300747.311462,9.09,3.68,173.8,5,nan,nan,nan,nan,nan,0,nan,nan,3.575,False,False,True,True,unverified,few_edges
185,260408_115122352.jpg,0,300747.855562,9.09,4.15,174.1,22,nan,nan,nan,nan,nan,0,nan,nan,3.625,False,False,True,True,unverified,few_edges
186,260408_115122896.jpg,0,300748.399663,9.1,4.11,172.4,2,nan,nan,nan,nan,nan,0,nan,nan,3.5250000000000004,False,False,True,True,unverified,few_edges
187,260408_115123440.jpg,0,300748.943764,9.11,3.03,173.4,50,-34.67,1.8,1.71,2.9,0.163,0,nan,nan,3.475,False,False,True,True,unverified,few_edges
188,260408_115123984.jpg,0,300749.487864,9.12,2.03,175.7,88,6.16,13.44,4.99,10.92,0.12,0,nan,nan,3.475,False,False,True,True,unverified,few_edges
189,260408_115124528.jpg,0,300750.031965,9.11,1.76,179.0,49,nan,nan,nan,nan,nan,0,nan,nan,4.125,False,False,True,True,unverified,few_edges
190,260408_115216292.jpg,1,300801.803322,9.83,3.33,170.2,1,nan,nan,nan,nan,nan,0,nan,nan,3.125,False,False,True,True,unverified,few_edges
191,260408_115216809.jpg,1,300802.320322,9.82,2.87,166.5,4,nan,nan,nan,nan,nan,0,nan,nan,3.375,False,False,True,True,unverified,few_edges
192,260408_115217325.jpg,1,300802.837323,9.81,3.38,168.4,18,nan,nan,nan,nan,nan,0,nan,nan,3.375,False,False,True,True,unverified,few_edges
193,260408_115217842.jpg,1,300803.354324,9.79,4.21,169.9,21,nan,nan,nan,nan,nan,0,nan,nan,3.5250000000000004,False,False,True,True,unverified,few_edges
194,260408_115218359.jpg,1,300803.871324,9.8,2.82,168.2,59,0.97,-36.82,3.73,1.68,0.0,0,nan,nan,3.625,False,False,True,True,unverified,few_edges
195,260408_115218876.jpg,1,300804.388325,9.8,2.24,170.3,83,15.13,25.13,1.38,3.74,0.0,0,nan,nan,3.625,False,False,True,True,unverified,few_edges
196,260408_115219393.jpg,1,300804.905326,9.81,2.88,171.7,109,11.58,21.04,1.15,1.78,0.0,0,nan,nan,3.625,False,False,True,True,unverified,few_edges
197,260408_115219910.jpg,1,300805.422326,9.82,2.39,175.5,166,8.27,15.04,1.18,2.06,0.167,0,nan,nan,3.9250000000000003,False,False,True,True,unverified,few_edges
198,260408_115220427.jpg,1,300805.939327,9.84,1.55,177.4,203,5.92,15.31,4.4,9.73,0.318,0,nan,nan,3.875,False,False,True,True,unverified,few_edges
199,260408_115220933.jpg,1,300806.445527,9.9,0.69,173.9,259,11.34,7.31,5.77,11.9,0.234,0,nan,nan,3.875,False,False,True,True,unverified,few_edges
200,260408_115221439.jpg,1,300806.951728,9.97,0.13,170.4,333,8.77,11.56,6.62,8.18,0.309,0,nan,nan,3.9250000000000003,False,False,True,True,reject,geometry
201,260408_115221945.jpg,1,300807.457929,10.03,0.18,168.6,223,4.9,-0.42,8.05,17.45,0.131,0,nan,nan,3.875,False,False,True,True,unverified,few_edges
202,260408_115222441.jpg,1,300807.954129,10.1,0.35,166.8,118,2.84,13.01,4.85,12.94,0.028,0,nan,nan,4.775,False,False,True,True,unverified,few_edges
203,260408_115222938.jpg,1,300808.45033,10.17,0.33,167.3,129,-11.56,13.19,14.54,12.39,0.079,0,nan,nan,3.4250000000000003,False,False,True,True,unverified,few_edges
204,260408_115223434.jpg,1,300808.946531,10.23,0.19,169.5,104,0.99,23.18,8.1,14.31,0.048,0,nan,nan,2.9250000000000003,False,False,True,True,unverified,few_edges
205,260408_115223930.jpg,1,300809.442731,10.32,0.0,170.9,97,3.51,-22.94,7.89,3.77,0.048,0,nan,nan,3.825,False,False,True,True,unverified,few_edges
206,260408_115224415.jpg,1,300809.928432,10.51,0.09,173.4,40,nan,nan,nan,nan,nan,0,nan,nan,3.6750000000000003,False,False,True,True,unverified,few_edges
207,260408_115224890.jpg,1,300810.402932,10.83,0.18,170.9,68,0.71,-7.56,8.03,15.78,0.076,0,nan,nan,3.5250000000000004,False,False,True,True,unverified,few_edges
208,260408_115225343.jpg,1,300810.856533,11.19,0.25,170.2,123,12.74,-30.24,4.35,0.63,0.019,0,nan,nan,3.5250000000000004,False,False,True,True,unverified,few_edges
209,260408_115225786.jpg,1,300811.299633,11.37,0.02,172.6,31,nan,nan,nan,nan,nan,0,nan,nan,3.475,False,False,True,True,unverified,few_edges
210,260408_115226230.jpg,1,300811.742734,11.39,0.13,175.2,7,nan,nan,nan,nan,nan,0,nan,nan,3.475,False,False,True,True,unverified,few_edges
211,260408_115226673.jpg,1,300812.185835,11.4,0.17,178.2,124,24.4,0.84,3.63,6.42,0.031,0,nan,nan,3.375,False,False,True,True,unverified,few_edges
212,260408_115227116.jpg,1,300812.628935,11.38,0.41,176.2,57,4.6,-16.92,5.44,8.79,0.022,0,nan,nan,3.625,False,False,True,True,unverified,few_edges
213,260408_115227559.jpg,1,300813.072036,11.37,0.19,175.4,216,1.04,-0.97,13.5,7.37,0.078,0,nan,nan,3.625,False,False,True,True,unverified,few_edges
214,260408_115228002.jpg,1,300813.515136,11.35,0.21,178.3,161,5.31,11.58,6.54,11.89,0.02,0,nan,nan,3.4250000000000003,False,False,True,True,unverified,few_edges
215,260408_115228445.jpg,1,300813.958237,11.34,0.03,182.0,189,0.77,0.65,17.78,15.02,0.015,0,nan,nan,3.4250000000000003,False,False,True,True,unverified,few_edges
216,260408_115228888.jpg,1,300814.401337,11.32,0.33,192.2,172,-0.56,-14.73,4.9,14.7,0.025,0,nan,nan,3.725,False,False,True,True,unverified,few_edges
217,260408_115229331.jpg,1,300814.844438,11.3,0.17,201.8,455,4.13,10.08,11.81,11.67,0.031,0,nan,nan,4.875,False,False,True,True,reject,geometry
218,260408_115229774.jpg,1,300815.287538,11.27,0.12,234.2,150,0.38,4.09,11.92,14.7,0.132,0,nan,nan,5.075,False,False,True,True,unverified,few_edges
219,260408_115230217.jpg,1,300815.730639,11.24,0.18,255.3,255,6.63,-3.06,10.46,13.07,0.051,0,nan,nan,5.075,False,False,True,True,unverified,few_edges
220,260408_115230660.jpg,1,300816.173739,11.23,0.17,219.8,188,0.91,-4.15,12.17,20.13,0.056,0,nan,nan,3.9250000000000003,False,False,True,True,unverified,few_edges
221,260408_115231103.jpg,1,300816.61684,11.21,0.04,228.0,870,0.61,-5.77,7.54,14.76,0.161,0,nan,nan,3.6750000000000003,True,False,True,True,clean,
222,260408_115231546.jpg,1,300817.059941,11.19,0.13,200.9,983,2.06,-4.32,10.1,11.27,0.18,0,nan,nan,3.5250000000000004,True,False,True,True,clean,
223,260408_115231989.jpg,1,300817.503041,11.18,0.28,199.4,972,-0.9,-1.84,8.91,10.81,0.222,0,nan,nan,4.375,True,False,True,True,clean,
224,260408_115232432.jpg,1,300817.946142,11.16,0.27,203.6,1007,-0.3,0.36,7.64,12.17,0.273,0,nan,nan,6.275,True,False,True,True,clean,
225,260408_115232875.jpg,1,300818.389242,11.14,0.25,219.1,2031,0.45,0.87,11.22,13.06,0.205,0,nan,nan,4.425,True,False,True,True,clean,
226,260408_115233318.jpg,1,300818.832343,11.12,0.06,221.8,1945,0.76,-0.51,7.65,13.7,0.22,0,nan,nan,4.775,True,False,True,True,clean,
227,260408_115233761.jpg,1,300819.275443,11.1,0.17,202.7,1716,0.3,-0.73,9.34,13.75,0.107,0,nan,nan,6.075,True,False,True,True,clean,
228,260408_115234204.jpg,1,300819.718544,11.08,0.11,191.4,2810,0.92,0.21,4.65,10.57,0.333,0,nan,nan,8.625,True,False,True,True,clean,
229,260408_115234647.jpg,1,300820.161644,11.06,0.56,183.7,1753,2.33,5.37,7.16,11.46,0.18,0,nan,nan,3.625,True,False,True,True,clean,
230,260408_115235090.jpg,1,300820.604745,11.07,0.66,181.3,1777,-0.46,-0.1,8.1,12.99,0.213,0,nan,nan,3.075,True,False,True,True,clean,
231,260408_115235533.jpg,1,300821.047845,11.04,0.05,189.1,1934,0.5,-0.67,5.77,12.68,0.327,0,nan,nan,3.325,True,False,True,True,clean,
232,260408_115235988.jpg,1,300821.503146,11.03,0.12,198.3,2618,-0.49,-2.38,4.58,14.55,0.33,0,nan,nan,3.2750000000000004,True,False,True,True,clean,
233,260408_115236444.jpg,1,300821.958447,11.05,0.04,197.6,1559,-0.62,-1.59,7.39,13.86,0.246,0,nan,nan,3.2750000000000004,True,False,True,True,clean,
234,260408_115236899.jpg,1,300822.413747,11.04,0.26,201.6,1978,0.62,1.21,8.54,15.05,0.295,0,nan,nan,3.2750000000000004,True,False,True,True,clean,
235,260408_115237354.jpg,1,300822.869048,11.04,0.4,201.7,2444,1.21,3.01,10.19,12.26,0.156,0,nan,nan,3.325,True,False,True,True,clean,
236,260408_115237809.jpg,1,300823.324348,11.04,0.16,207.2,2676,2.93,0.13,7.15,13.11,0.218,0,nan,nan,3.4250000000000003,True,False,True,True,clean,
237,260408_115238265.jpg,1,300823.779649,11.07,0.62,214.2,2505,-0.21,0.7,5.64,10.47,0.215,0,nan,nan,3.375,True,False,True,True,clean,
238,260408_115238720.jpg,1,300824.234949,11.09,0.65,222.9,3037,-0.53,-0.42,6.93,12.39,0.222,0,nan,nan,3.725,True,False,True,True,clean,
239,260408_115239175.jpg,1,300824.69025,11.12,0.02,235.1,3436,0.09,0.6,8.09,9.94,0.269,0,nan,nan,3.7750000000000004,True,False,True,True,clean,
240,260408_115239630.jpg,1,300825.14555,11.15,0.25,234.6,4674,0.4,0.42,7.17,11.89,0.301,0,nan,nan,3.7750000000000004,True,False,True,True,clean,
241,260408_115240085.jpg,1,300825.600851,11.15,0.36,230.9,4159,-0.36,-1.56,9.03,10.58,0.191,0,nan,nan,4.425,True,False,True,True,clean,
242,260408_115240541.jpg,1,300826.056152,11.14,0.44,239.4,4177,4.2,0.33,9.81,11.32,0.194,0,nan,nan,4.9750000000000005,True,False,True,True,clean,
243,260408_115240996.jpg,1,300826.511452,11.16,0.28,255.2,2133,-0.08,-0.45,8.73,8.8,0.201,0,nan,nan,4.125,True,False,True,True,clean,
244,260408_115241451.jpg,1,300826.966753,11.16,0.08,289.2,1815,0.14,-0.19,4.97,12.15,0.224,0,nan,nan,4.525,True,False,True,True,clean,
245,260408_115241906.jpg,1,300827.422053,11.15,0.03,321.4,1702,-0.65,0.2,9.52,10.39,0.193,0,nan,nan,5.675000000000001,True,False,True,True,clean,
246,260408_115242362.jpg,1,300827.877354,11.13,0.09,312.9,2777,7.53,0.2,13.31,10.95,0.093,0,nan,nan,7.775,False,False,True,True,reject,geometry
247,260408_115242817.jpg,1,300828.332654,11.11,0.13,260.1,4308,-2.49,5.39,12.2,9.09,0.138,0,nan,nan,6.625,True,False,True,True,clean,
248,260408_115243272.jpg,1,300828.787955,11.1,0.12,247.8,5920,0.62,0.93,3.62,14.13,0.288,0,nan,nan,4.675,True,False,True,True,clean,
249,260408_115243727.jpg,1,300829.243256,11.07,0.25,330.5,4924,2.21,0.59,9.11,11.0,0.221,0,nan,nan,5.875,True,False,True,True,clean,
250,260408_115244183.jpg,1,300829.698556,11.03,0.27,402.5,3434,1.81,2.96,12.88,10.94,0.175,0,nan,nan,5.825,True,False,True,True,clean,
251,260408_115244638.jpg,1,300830.153857,11.02,0.38,348.0,1980,0.2,0.12,6.73,10.52,0.188,0,nan,nan,5.425000000000001,True,False,True,True,clean,
252,260408_115245093.jpg,1,300830.609157,10.99,0.82,256.4,6721,-2.64,0.45,6.22,11.66,0.237,0,nan,nan,4.025,True,False,True,True,clean,
253,260408_115245548.jpg,1,300831.064458,10.96,1.35,244.8,6696,-0.45,0.13,5.22,13.04,0.258,0,nan,nan,4.4750000000000005,True,False,True,True,clean,
254,260408_115246003.jpg,1,300831.519758,10.96,1.64,242.7,6970,0.15,0.23,7.36,10.66,0.279,0,nan,nan,4.875,True,False,True,True,clean,
255,260408_115246459.jpg,1,300831.975059,10.97,1.66,219.2,6584,-0.79,-3.75,7.87,10.87,0.262,0,nan,nan,5.575,True,False,True,True,clean,
256,260408_115246914.jpg,1,300832.430359,10.98,1.62,213.6,6105,-0.53,-0.26,10.29,12.93,0.206,0,nan,nan,4.2250000000000005,True,False,True,True,clean,
257,260408_115247369.jpg,1,300832.88566,11.0,2.49,255.6,4314,-0.05,0.25,9.05,14.99,0.212,0,nan,nan,6.075,True,False,True,True,clean,
258,260408_115247824.jpg,1,300833.340961,11.03,3.54,277.1,7759,0.37,0.08,4.98,10.14,0.417,0,nan,nan,5.575,True,False,True,True,clean,
259,260408_115248280.jpg,1,300833.796261,11.04,3.39,333.3,7704,0.24,0.47,5.83,12.13,0.274,0,nan,nan,5.025,True,False,True,True,clean,
260,260408_115248735.jpg,1,300834.251562,11.06,3.04,293.5,8924,0.14,0.24,5.26,12.13,0.353,0,nan,nan,5.2250000000000005,True,False,True,True,clean,
261,260408_115249190.jpg,1,300834.706862,11.06,2.93,264.7,10259,0.53,0.51,8.29,10.06,0.351,0,nan,nan,4.625,True,False,True,True,clean,
262,260408_115249645.jpg,1,300835.162163,11.03,2.03,244.3,6920,0.02,-2.65,8.11,11.62,0.287,0,nan,nan,4.775,True,False,True,True,clean,
263,260408_115250100.jpg,1,300835.617463,11.03,0.75,269.0,4372,-0.2,0.28,12.73,11.3,0.184,0,nan,nan,4.2250000000000005,True,False,True,True,clean,
264,260408_115250556.jpg,1,300836.072764,11.01,0.34,253.1,9590,-0.49,0.13,3.64,11.67,0.324,0,nan,nan,5.025,True,False,True,True,clean,
265,260408_115251011.jpg,1,300836.528065,11.0,0.4,244.8,7222,-0.4,-0.79,6.6,13.01,0.247,0,nan,nan,4.325,True,False,True,True,clean,
266,260408_115251466.jpg,1,300836.983365,11.0,0.35,246.6,6532,0.44,0.43,7.33,13.04,0.236,0,nan,nan,4.125,True,False,True,True,clean,
267,260408_115251921.jpg,1,300837.438666,10.99,0.18,249.9,6278,-0.66,4.23,9.49,15.3,0.124,0,nan,nan,4.675,True,False,True,True,clean,
268,260408_115252377.jpg,1,300837.893966,10.99,0.2,242.6,3980,0.23,0.49,8.25,10.21,0.231,0,nan,nan,4.175,True,False,True,True,clean,
269,260408_115252832.jpg,1,300838.349267,10.99,0.7,249.7,4008,-0.11,-0.06,11.09,10.95,0.14,0,nan,nan,4.425,True,False,True,True,clean,
270,260408_115253287.jpg,1,300838.804567,10.98,0.82,255.8,5700,0.29,2.41,7.46,13.2,0.181,0,nan,nan,4.4750000000000005,True,False,True,True,clean,
271,260408_115253742.jpg,1,300839.259868,10.99,0.81,268.7,6208,-0.74,0.8,5.92,13.4,0.231,0,nan,nan,4.025,True,False,True,True,clean,
272,260408_115254198.jpg,1,300839.715168,10.99,0.82,289.2,6573,0.14,0.85,6.62,10.41,0.272,0,nan,nan,3.325,True,False,True,True,clean,
273,260408_115254653.jpg,1,300840.170469,10.98,0.04,408.1,5871,0.62,-0.12,5.01,12.24,0.212,0,nan,nan,3.7750000000000004,True,False,True,True,clean,
274,260408_115255108.jpg,1,300840.62577,10.99,0.77,514.8,3413,-0.5,1.26,7.26,11.06,0.192,0,nan,nan,3.5250000000000004,True,False,True,True,clean,
275,260408_115255563.jpg,1,300841.08107,11.0,0.49,325.3,3406,0.36,1.13,6.13,13.07,0.161,0,nan,nan,5.025,True,False,True,True,clean,
276,260408_115256018.jpg,1,300841.536371,11.0,2.14,265.7,5279,0.21,1.16,7.5,13.58,0.189,0,nan,nan,4.7250000000000005,True,False,True,True,clean,
277,260408_115256474.jpg,1,300841.991671,11.0,2.85,233.6,4675,-0.31,2.07,6.06,15.84,0.207,0,nan,nan,3.725,True,False,True,True,clean,
278,260408_115256929.jpg,1,300842.446972,11.0,3.51,244.3,3524,0.77,0.25,4.86,11.12,0.375,0,nan,nan,3.625,True,False,True,True,clean,
279,260408_115257384.jpg,1,300842.902272,11.0,3.78,239.9,3458,-0.25,5.96,6.34,16.78,0.171,0,nan,nan,3.7750000000000004,False,False,True,True,reject,geometry
280,260408_115257839.jpg,1,300843.357573,11.0,3.78,249.7,2595,-0.17,-0.23,4.56,10.08,0.316,0,nan,nan,3.625,True,False,True,True,clean,
281,260408_115258295.jpg,1,300843.812874,11.0,3.63,306.8,1878,0.12,2.04,7.23,17.16,0.152,0,nan,nan,4.2250000000000005,False,False,True,True,reject,geometry
282,260408_115258750.jpg,1,300844.268174,11.0,3.26,271.2,2782,-1.0,-4.03,11.95,9.95,0.144,0,nan,nan,4.275,True,False,True,True,clean,
283,260408_115259205.jpg,1,300844.723475,10.98,3.1,239.7,4890,0.54,0.29,3.42,12.05,0.326,0,nan,nan,4.925000000000001,True,False,True,True,clean,
284,260408_115259660.jpg,1,300845.178775,10.97,3.11,243.6,3594,0.41,-1.52,11.67,13.73,0.129,0,nan,nan,9.175,True,False,True,True,clean,
285,260408_115300116.jpg,1,300845.634076,10.99,2.96,245.0,6178,1.31,-4.19,3.71,9.82,0.362,0,nan,nan,3.9250000000000003,True,False,True,True,clean,
286,260408_115300571.jpg,1,300846.089376,11.0,1.74,249.0,4544,-0.14,-3.07,4.86,17.53,0.204,0,nan,nan,3.125,False,False,True,True,reject,geometry
287,260408_115301026.jpg,1,300846.544677,11.0,0.35,247.3,3066,0.58,0.29,6.28,11.41,0.224,0,nan,nan,3.1750000000000003,True,False,True,True,clean,
288,260408_115301481.jpg,1,300846.999977,11.03,0.76,244.5,4204,0.88,-0.96,9.02,10.67,0.195,0,nan,nan,3.2750000000000004,True,False,True,True,clean,
289,260408_115301936.jpg,1,300847.455278,11.04,1.27,245.5,6887,-0.09,-0.71,5.55,10.87,0.299,0,nan,nan,4.075,True,False,True,True,clean,
290,260408_115302392.jpg,1,300847.910579,11.05,1.07,251.2,6940,0.28,1.66,10.28,11.28,0.209,0,nan,nan,3.375,True,False,True,True,clean,
291,260408_115302847.jpg,1,300848.365879,11.07,0.67,284.1,5789,0.25,0.69,9.17,11.38,0.227,0,nan,nan,3.225,True,False,True,True,clean,
292,260408_115303302.jpg,1,300848.82118,11.09,0.6,302.2,4940,0.32,3.3,8.47,9.12,0.269,0,nan,nan,3.225,True,False,True,True,clean,
293,260408_115303757.jpg,1,300849.27648,11.11,1.2,359.3,4473,0.9,0.97,9.49,10.63,0.235,0,nan,nan,4.425,True,False,True,True,clean,
294,260408_115304213.jpg,1,300849.731781,11.11,0.85,363.6,6400,-0.16,0.74,9.6,10.94,0.289,0,nan,nan,6.025,True,False,True,True,clean,
295,260408_115304668.jpg,1,300850.187081,11.12,0.97,370.5,6146,0.02,2.04,9.9,11.07,0.252,0,nan,nan,6.175000000000001,True,False,True,True,clean,
296,260408_115305123.jpg,1,300850.642382,11.13,1.01,408.3,4863,-5.08,0.82,9.99,9.59,0.183,0,nan,nan,5.7250000000000005,True,False,True,True,clean,
297,260408_115305578.jpg,1,300851.097682,11.13,0.66,422.6,4861,3.3,-0.18,10.79,13.54,0.152,0,nan,nan,4.275,True,False,True,True,clean,
298,260408_115306034.jpg,1,300851.552983,11.1,0.46,386.3,5332,-0.69,2.29,9.27,11.65,0.197,0,nan,nan,3.475,True,False,True,True,clean,
299,260408_115306489.jpg,1,300852.008284,11.07,0.65,361.2,4217,0.01,2.23,7.34,9.75,0.234,0,nan,nan,3.825,True,False,True,True,clean,
300,260408_115306944.jpg,1,300852.463584,11.05,1.19,354.5,7209,0.86,-0.11,8.0,9.82,0.263,0,nan,nan,4.625,True,False,True,True,clean,
301,260408_115307399.jpg,1,300852.918885,11.03,1.62,335.9,6668,-1.39,0.3,8.96,12.18,0.245,0,nan,nan,4.625,True,False,True,True,clean,
302,260408_115307854.jpg,1,300853.374185,11.0,1.48,340.6,7661,-0.37,-0.04,9.34,9.69,0.298,0,nan,nan,5.2250000000000005,True,False,True,True,clean,
303,260408_115308310.jpg,1,300853.829486,10.98,0.88,376.2,7999,1.12,-1.57,8.62,12.18,0.287,0,nan,nan,4.925000000000001,True,False,True,True,clean,
304,260408_115308765.jpg,1,300854.284786,10.99,0.43,421.1,5669,0.63,1.61,9.78,10.83,0.222,0,nan,nan,4.775,True,False,True,True,clean,
305,260408_115309220.jpg,1,300854.740087,11.01,0.18,399.6,5778,0.72,0.55,10.04,11.2,0.243,0,nan,nan,4.625,True,False,True,True,clean,
306,260408_115309675.jpg,1,300855.195388,11.02,0.55,406.3,6027,-2.71,0.91,8.94,11.54,0.204,0,nan,nan,3.9250000000000003,True,False,True,True,clean,
307,260408_115310131.jpg,1,300855.650688,11.03,0.61,425.6,6661,1.39,0.88,11.51,11.71,0.183,0,nan,nan,5.075,True,False,True,True,clean,
308,260408_115310586.jpg,1,300856.105989,11.02,0.16,451.1,6204,0.33,-0.9,10.94,9.99,0.22,0,nan,nan,4.925000000000001,True,False,True,True,clean,
309,260408_115311041.jpg,1,300856.561289,11.01,0.24,550.1,6816,-2.94,0.59,11.34,9.54,0.211,0,nan,nan,4.2250000000000005,True,False,True,True,clean,
310,260408_115311496.jpg,1,300857.01659,11.02,0.28,675.7,6975,2.07,0.88,6.7,7.88,0.353,0,nan,nan,4.7250000000000005,True,False,True,True,clean,
311,260408_115311951.jpg,1,300857.47189,11.0,0.01,758.6,3357,-0.35,-1.37,7.15,9.88,0.179,0,nan,nan,6.075,True,False,True,True,clean,
312,260408_115312407.jpg,1,300857.927191,10.99,0.31,699.6,4960,-0.54,-1.82,4.48,8.54,0.33,0,nan,nan,8.375,True,False,True,True,clean,
313,260408_115312862.jpg,1,300858.382492,10.97,0.24,632.7,3721,-5.35,0.5,8.61,9.12,0.226,0,nan,nan,4.125,True,False,True,True,clean,
314,260408_115313317.jpg,1,300858.837792,10.94,0.02,566.8,4725,1.12,2.65,10.14,10.58,0.228,0,nan,nan,4.425,True,False,True,True,clean,
315,260408_115313772.jpg,1,300859.293093,10.95,0.0,543.9,5039,-0.81,-0.47,7.42,12.1,0.233,0,nan,nan,5.075,True,False,True,True,clean,
